,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
360,sur,100,OM,1580959920,65,22.57,59.53,65.12000000000006,4.54
361,huarmey,100,PE,1580959920,71,-10.07,-78.15,72.842,1.39
362,los llanos de aridane,5,ES,1580959920,67,28.66,-17.92,62.6,1.5
363,yaan,97,NG,1580959921,11,7.38,8.57,78.08000000000004,2.03
364,tilichiki,14,RU,1580959921,90,60.47,166.1,-17.10399999999995,4.51
365,mount pleasant,40,US,1580959921,93,32.79,-79.86,66.2,1.5
366,tura,10,IN,1580959921,38,25.52,90.22,67.71200000000006,0.86
367,koumac,36,NC,1580959921,57,-20.57,164.28,86.37800000000007,5.01
368,howard springs,75,AU,1580959921,59,-12.5,131.05,95.0,3.1
369,victoria,40,HK,1580959631,68,22.29,114.16,68.0,11.3
370,baykit,100,RU,1580959921,97,61.67,96.37,0.9860000000000184,1.33
371,christchurch,9,NZ,1580959922,59,-43.53,172.63,69.00800000000001,5.7
372,belmonte,40,BR,1580959674,83,-15.86,-38.88,78.8,1.5
373,okha,0,RU,1580959922,85,53.57,142.95,-11.57799999999996,7.7
374,la rioja,27,ES,1580959922,92,42.25,-2.5,30.2,2.1
375,yar-sale,100,RU,1580959922,96,66.83,70.83,29.930000000000042,7.3
376,kajaani,0,FI,1580959922,84,64.17,27.67,6.800000000000001,5.1
377,huaihua,100,CN,1580959750,97,27.55,109.96,47.444000000000074,2.17
378,eureka,90,US,1580959647,81,40.8,-124.16,51.8,1.36
379,yurimaguas,96,PE,1580959923,85,-5.9,-76.08,76.28000000000004,0.78
380,mandalgovi,33,MN,1580959923,71,45.76,106.27,8.870000000000061,4.52
381,teguldet,100,RU,1580959923,95,57.31,88.17,19.31000000000008,3.16
382,pasni,0,PK,1580959923,64,25.26,63.47,60.38600000000007,2.42
383,uglegorsk,99,RU,1580959923,84,49.08,142.03,-1.0299999999999372,3.7
384,veracruz,40,MX,1580959923,78,19.33,-96.67,77.0,1.5
385,rio grande,22,BR,1580959923,85,-32.03,-52.1,77.0,2.24
386,mehamn,97,NO,1580959924,64,71.04,27.85,22.964000000000034,6.34
387,ostrovnoy,100,RU,1580959924,97,68.05,39.51,3.1999999999999993,3.28
388,alibag,41,IN,1580959924,60,18.64,72.88,73.4,2.1
389,iqaluit,75,CA,1580959924,68,63.75,-68.51,-12.99999999999995,10.3
390,wanning,0,CN,1580959924,73,18.8,110.4,74.82200000000003,4.43
391,orillia,40,CA,1580959807,78,44.61,-79.42,19.994000000000074,2.11
392,natal,40,BR,1580959924,83,-5.79,-35.21,80.6,2.6
393,angoche,0,MZ,1580959925,91,-16.23,39.91,73.50800000000001,1.73
394,desbiens,75,CA,1580959925,65,48.42,-71.95,6.800000000000001,6.7
395,zambezi,100,ZM,1580959925,96,-13.54,23.1,65.10200000000007,1.94
396,lavrentiya,0,RU,1580959928,95,65.58,-171.0,-25.95999999999998,3.5
397,druzhba,0,UA,1580959775,55,52.04,33.95,22.802000000000078,2.39
398,madingou,3,CG,1580959928,95,-4.15,13.55,70.19600000000005,0.47
399,vrede,99,ZA,1580959929,60,-27.43,29.17,61.610000000000085,0.68
400,laguna,75,US,1580959929,53,38.42,-121.42,55.004000000000055,2.1
401,spisska bela,20,SK,1580959929,67,49.19,20.46,28.004000000000055,3.1
402,komsomolskiy,100,UZ,1580959929,47,40.43,71.72,33.8,3.1
403,northam,75,GB,1580959929,100,51.03,-4.22,42.998000000000026,0.5
404,laramie,90,US,1580959763,52,41.31,-105.59,19.994000000000074,7.2
405,adre,75,TD,1580959929,21,13.47,22.2,61.32200000000004,3.78
406,kiruna,0,SE,1580959929,73,67.86,20.23,19.4,6.7
407,srednekolymsk,0,RU,1580959929,89,67.45,153.68,-31.323999999999955,1.21
408,sovetskiy,96,RU,1580959930,92,61.36,63.58,12.380000000000042,3.27
409,palmer,90,US,1580959930,68,42.16,-72.33,33.998000000000026,1.78
410,tarko-sale,100,RU,1580959930,93,64.92,77.78,30.002000000000077,10.86
411,cururupu,99,BR,1580959930,97,-1.83,-44.87,73.5260000000001,0.61
412,atar,0,MR,1580959930,12,20.52,-13.05,62.52800000000006,3.07
413,chicama,90,PE,1580959930,83,-7.84,-79.15,71.6,5.1
414,teahupoo,75,PF,1580959930,94,-17.83,-149.27,73.4,4.6
415,amparafaravola,39,MG,1580959930,93,-17.58,48.22,62.258,3.07
416,fatick,0,SN,1580959930,64,14.36,-16.59,71.6,5.1
417,petropavlovsk-kamchatskiy,0,RU,1580959931,29,53.05,158.65,8.600000000000001,2.0
418,kintampo,31,GH,1580959931,20,8.06,-1.73,70.57400000000001,0.53
419,uddevalla,49,SE,1580959931,93,58.35,11.94,44.00600000000003,2.1
420,tokat,100,TR,1580959931,75,40.42,36.58,39.77600000000009,12.28
421,gambela,31,ET,1580959931,48,8.25,34.58,75.2,1.6
422,tukrah,33,LY,1580959931,58,32.53,20.58,52.16000000000008,9.81
423,otautau,52,NZ,1580959931,71,-46.15,168.0,55.99400000000007,6.71
424,gizo,100,SB,1580959932,75,-8.1,156.84,82.38200000000002,5.03
425,comodoro rivadavia,40,AR,1580959662,82,-45.87,-67.5,55.4,4.1
426,bereda,89,ES,1580959932,93,43.27,-7.54,50.0,2.1
427,vrangel,0,RU,1580959932,62,42.73,133.08,15.026000000000089,7.35
428,pashiya,100,RU,1580959932,95,58.43,58.26,12.938000000000045,3.51
429,tehachapi,1,US,1580959932,55,35.13,-118.45,50.0,2.1
430,high prairie,100,CA,1580959932,90,55.43,-116.49,32.378000000000064,5.16
431,hilton head island,1,US,1580959882,88,32.22,-80.75,66.99199999999999,3.1
432,medea,40,DZ,1580959932,93,36.26,2.75,39.2,1.83
433,pecos,1,US,1580959933,92,31.42,-103.49,28.004000000000055,1.24
434,veraval,0,IN,1580959933,40,20.9,70.37,64.11200000000005,5.01
435,hamza,100,UZ,1580959933,47,40.43,71.5,33.8,3.1
436,berezniki,93,RU,1580959933,91,59.42,56.81,19.004000000000055,0.89
437,nampula,26,MZ,1580959933,98,-15.12,39.27,70.07000000000006,1.32
438,qui nhon,75,VN,1580959854,68,13.77,109.23,75.14600000000004,3.34
439,dukat,100,RU,1580959933,95,62.55,155.55,-26.39199999999994,2.37
440,borova,50,UA,1580959933,67,50.18,30.1,21.2,3.0
441,kizukuri,40,JP,1580959933,67,40.81,140.39,30.002000000000077,4.6
442,lata,0,PT,1580959934,58,40.16,-8.33,55.99400000000007,3.6
443,tupa,100,BR,1580959934,90,-21.93,-50.51,72.55400000000006,2.19
444,torbay,40,CA,1580959645,67,47.67,-52.73,21.991999999999997,12.9
445,kuytun,99,RU,1580959934,97,54.34,101.5,12.506000000000029,2.26
446,bandarbeyla,72,SO,1580959934,71,9.49,50.81,76.46000000000008,8.45
447,irpa irpa,75,BO,1580959934,68,-17.72,-66.27,64.4,1.0
448,konevo,100,RU,1580959934,97,62.12,39.32,9.374000000000013,2.75
449,ouidah,40,BJ,1580959934,88,6.36,2.09,80.6,2.6
450,sanming,63,CN,1580959934,72,26.25,117.62,51.54800000000002,1.89
451,steamboat springs,90,US,1580959935,84,40.48,-106.83,12.2,1.22
452,lewiston,1,US,1580959935,58,44.1,-70.21,30.002000000000077,2.1
453,ibipeba,100,BR,1580959935,87,-11.64,-42.01,69.42200000000004,2.16
454,nakonde,67,ZM,1580959935,96,-9.34,32.74,60.29600000000005,0.74
455,port lincoln,0,AU,1580959935,60,-34.73,135.87,71.83399999999999,4.58
456,saint-pierre,0,RE,1580959935,78,-21.34,55.48,75.2,3.1
457,bilma,0,NE,1580959935,27,18.69,12.92,54.662000000000056,2.06
458,catamarca,49,AR,1580959935,93,-28.47,-65.79,73.99400000000007,0.89
459,damara,67,CF,1580959936,77,4.96,18.7,68.0,1.5
460,payo,98,ID,1580959937,72,-3.75,103.64,77.66600000000001,1.5
461,clyde river,90,CA,1580959938,75,70.47,-68.59,-16.59999999999995,11.3
462,portland,75,US,1580959783,81,45.52,-122.68,51.998000000000026,3.1
463,azad shahr,0,IR,1580959939,72,34.79,48.57,31.478000000000065,0.74
464,ucluelet,100,CA,1580959870,94,48.93,-125.55,44.99600000000005,1.84
465,kudahuvadhoo,63,MV,1580959939,78,2.67,72.89,82.20200000000008,6.22
466,iwanai,100,JP,1580959939,66,42.97,140.51,20.12000000000006,7.58
467,nouadhibou,0,MR,1580959939,55,20.93,-17.03,66.2,6.7
468,beauceville,70,CA,1580959939,83,46.22,-70.78,1.9940000000000744,0.45
469,nago,75,JP,1580959939,52,26.59,127.98,66.2,5.1
470,alofi,100,NU,1580959939,85,-19.06,-169.92,78.92600000000009,9.82
471,cap malheureux,40,MU,1580959939,78,-19.98,57.61,80.6,6.2
472,elektrougli,40,RU,1580959939,73,55.72,38.21,23.0,3.0
473,nanakuli,75,US,1580959940,78,21.39,-158.15,78.00800000000001,2.1
474,shimoda,75,JP,1580959940,45,34.67,138.95,48.2,4.1
475,saint anthony,1,US,1580959940,57,45.02,-93.22,21.2,3.6
476,sturgis,90,US,1580959940,85,41.8,-85.42,26.6,3.6
477,alikalia,0,SL,1580959940,75,9.17,-11.4,62.438000000000045,0.55
478,tongliao,0,CN,1580959940,79,43.61,122.27,4.85600000000003,4.87
479,kirkwood,90,US,1580959940,86,38.58,-90.41,30.991999999999997,3.6
480,lang son,100,VN,1580959938,97,21.83,106.73,60.51200000000006,0.96
481,buraydah,40,SA,1580959940,62,26.33,43.98,57.2,5.1
482,nador,90,MA,1580959940,82,35.17,-2.93,59.0,4.1
483,borisoglebskiy,89,RU,1580959941,78,57.26,39.15,15.8,3.0
484,santa cruz,75,BO,1580959741,94,-17.8,-63.17,75.2,5.1
485,colquechaca,87,BO,1580959941,73,-18.67,-66.02,55.86800000000009,2.35
486,gidole,76,ET,1580959941,59,5.65,37.37,68.73800000000004,0.55
487,clearlake,1,US,1580959941,66,38.96,-122.63,53.99600000000005,1.5
488,uyemskiy,90,RU,1580959941,92,64.47,40.85,6.800000000000001,2.0
489,diapaga,9,BF,1580959941,16,12.07,1.79,65.46200000000006,3.52
490,bagdarin,100,RU,1580959941,79,54.43,113.6,-1.6419999999999462,0.9
491,karratha,99,AU,1580959942,74,-20.74,116.85,87.17000000000006,5.69
492,shiyan,100,CN,1580959942,35,32.65,110.78,35.00600000000003,1.45
493,severo-yeniseyskiy,70,RU,1580959942,93,60.37,93.04,14.324000000000012,3.47
494,thinadhoo,100,MV,1580959942,80,0.53,72.93,82.56200000000005,6.64
495,puerto narino,75,CO,1580959942,100,-3.77,-70.38,78.8,1.0
496,krasnoselkup,100,RU,1580959942,94,65.7,82.47,26.924000000000014,12.12
497,ikalamavony,99,MG,1580959942,82,-21.15,46.58,64.45400000000005,2.1
498,puerto leguizamo,31,CO,1580959942,64,-0.19,-74.78,75.70400000000005,1.11
499,ivanava,16,BY,1580959943,75,52.15,25.54,28.418000000000085,5.42
